aspect_id,performance_id,aspect_desc,section,judge,total_score
0146bc8a4c,7518697566,3Lz+3T<,elements,J4,8.3
0146bc8a4c,7518697566,3Lz+3T<,elements,J5,8.3
0146bc8a4c,7518697566,3Lz+3T<,elements,J6,8.3
0146bc8a4c,7518697566,3Lz+3T<,elements,J7,8.3
0146bc8a4c,7518697566,3Lz+3T<,elements,J8,8.3
0146bc8a4c,7518697566,3Lz+3T<,elements,J9,7.6
0174d032ae,8ad18f11a0,StSq2,elements,J1,3.1
0174d032ae,8ad18f11a0,StSq2,elements,J2,3.1
0174d032ae,8ad18f11a0,StSq2,elements,J3,3.6
0174d032ae,8ad18f11a0,StSq2,elements,J4,3.6
0174d032ae,8ad18f11a0,StSq2,elements,J5,3.1
0174d032ae,8ad18f11a0,StSq2,elements,J6,3.1
0174d032ae,8ad18f11a0,StSq2,elements,J7,3.1
0174d032ae,8ad18f11a0,StSq2,elements,J8,3.6
0174d032ae,8ad18f11a0,StSq2,elements,J9,3.1
0175f1032d,998e49686a,FiDs4,elements,J1,5.6
0175f1032d,998e49686a,FiDs4,elements,J2,4.9
0175f1032d,998e49686a,FiDs4,elements,J3,4.9
0175f1032d,998e49686a,FiDs4,elements,J4,4.9
0175f1032d,998e49686a,FiDs4,elements,J5,4.2
0175f1032d,998e49686a,FiDs4,elements,J6,4.9
0175f1032d,998e49686a,FiDs4,elements,J7,5.6
0175f1032d,998e49686a,FiDs4,elements,J8,5.6
0175f1032d,998e49686a,FiDs4,elements,J9,5.6
01d5dae0bd,ea904d3e61,ChSq1,elements,J1,3.4
01d5dae0bd,ea904d3e61,ChSq1,elements,J2,3.4
01d5dae0bd,ea904d3e61,ChSq1,elements,J3,2.7
01d5dae0bd,ea904d3e61,ChSq1,elements,J4,3.4
01d5dae0bd,ea904d3e61,ChSq1,elements,J5,3.4
01d5dae0bd,ea904d3e61,ChSq1,elements,J6,4.1
01d5dae0bd,ea904d3e61,ChSq1,elements,J7,4.1
01d5dae0bd,ea904d3e61,ChSq1,elements,J8,4.1
01d5dae0bd,ea904d3e61,ChSq1,elements,J9,2.7
01d76b7687,762d1e81d5,CCoSp4,elements,J1,4.5
01d76b7687,762d1e81d5,CCoSp4,elements,J2,4.5
01d76b7687,762d1e81d5,CCoSp4,elements,J3,5
01d76b7687,762d1e81d5,CCoSp4,elements,J4,4.5
01d76b7687,762d1e81d5,CCoSp4,elements,J5,4
01d76b7687,762d1e81d5,CCoSp4,elements,J6,4.5
01d76b7687,762d1e81d5,CCoSp4,elements,J7,4.5
01d76b7687,762d1e81d5,CCoSp4,elements,J8,4.5
01d76b7687,762d1e81d5,CCoSp4,elements,J9,4.5
01ec22fabe,ac169ad456,4F,elements,J1,11.100000000000001
01ec22fabe,ac169ad456,4F,elements,J2,9.9
01ec22fabe,ac169ad456,4F,elements,J3,9.9
01ec22fabe,ac169ad456,4F,elements,J4,9.9
01ec22fabe,ac169ad456,4F,elements,J5,9.9
01ec22fabe,ac169ad456,4F,elements,J6,9.9
01ec22fabe,ac169ad456,4F,elements,J7,9.9
01ec22fabe,ac169ad456,4F,elements,J8,9.9
01ec22fabe,ac169ad456,4F,elements,J9,11.100000000000001
0211b2a7b0,21093a35af,3F+3T,elements,J1,11
0211b2a7b0,21093a35af,3F+3T,elements,J2,11
0211b2a7b0,21093a35af,3F+3T,elements,J3,11
0211b2a7b0,21093a35af,3F+3T,elements,J4,11
0211b2a7b0,21093a35af,3F+3T,elements,J5,11
0211b2a7b0,21093a35af,3F+3T,elements,J6,11
0211b2a7b0,21093a35af,3F+3T,elements,J7,11
0211b2a7b0,21093a35af,3F+3T,elements,J8,11
0211b2a7b0,21093a35af,3F+3T,elements,J9,11
022a2d42f1,d1b9e60259,3Lo,elements,J1,4.210000000000001
022a2d42f1,d1b9e60259,3Lo,elements,J2,4.210000000000001
022a2d42f1,d1b9e60259,3Lo,elements,J3,4.91
022a2d42f1,d1b9e60259,3Lo,elements,J4,4.210000000000001
022a2d42f1,d1b9e60259,3Lo,elements,J5,4.210000000000001
022a2d42f1,d1b9e60259,3Lo,elements,J6,4.210000000000001
022a2d42f1,d1b9e60259,3Lo,elements,J7,4.210000000000001
022a2d42f1,d1b9e60259,3Lo,elements,J8,4.210000000000001
022a2d42f1,d1b9e60259,3Lo,elements,J9,4.210000000000001
026ee16f34,cab39c5b71,CCoSp4V,elements,J1,4
026ee16f34,cab39c5b71,CCoSp4V,elements,J2,4.5
026ee16f34,cab39c5b71,CCoSp4V,elements,J3,4
026ee16f34,cab39c5b71,CCoSp4V,elements,J4,4
026ee16f34,cab39c5b71,CCoSp4V,elements,J5,4
026ee16f34,cab39c5b71,CCoSp4V,elements,J6,3.5
026ee16f34,cab39c5b71,CCoSp4V,elements,J7,4
026ee16f34,cab39c5b71,CCoSp4V,elements,J8,3.5
026ee16f34,cab39c5b71,CCoSp4V,elements,J9,4.5
02ee768602,c98ec5202d,3A,elements,J1,12.35
02ee768602,c98ec5202d,3A,elements,J2,11.35
02ee768602,c98ec5202d,3A,elements,J3,11.35
02ee768602,c98ec5202d,3A,elements,J4,10.35
02ee768602,c98ec5202d,3A,elements,J5,11.35
02ee768602,c98ec5202d,3A,elements,J6,11.35
02ee768602,c98ec5202d,3A,elements,J7,10.35
02ee768602,c98ec5202d,3A,elements,J8,11.35
02ee768602,c98ec5202d,3A,elements,J9,11.35
02f536dde5,63dab89053,5ALi4,elements,J1,8.2
02f536dde5,63dab89053,5ALi4,elements,J2,8.9
02f536dde5,63dab89053,5ALi4,elements,J3,8.9
02f536dde5,63dab89053,5ALi4,elements,J4,8.9
02f536dde5,63dab89053,5ALi4,elements,J5,8.2
02f536dde5,63dab89053,5ALi4,elements,J6,8.9
02f536dde5,63dab89053,5ALi4,elements,J7,8.9
02f536dde5,63dab89053,5ALi4,elements,J8,8.9
02f536dde5,63dab89053,5ALi4,elements,J9,8.9
0302cc963f,b0bdffd51c,3F,elements,J1,7.93
0302cc963f,b0bdffd51c,3F,elements,J2,7.93
0302cc963f,b0bdffd51c,3F,elements,J3,7.23
0302cc963f,b0bdffd51c,3F,elements,J4,7.93
0302cc963f,b0bdffd51c,3F,elements,J5,7.93
0302cc963f,b0bdffd51c,3F,elements,J6,7.93
0302cc963f,b0bdffd51c,3F,elements,J7,7.93
0302cc963f,b0bdffd51c,3F,elements,J8,7.93
0302cc963f,b0bdffd51c,3F,elements,J9,7.93
0308f9290b,b8e1a3abea,StSq4,elements,J1,5.3
0308f9290b,b8e1a3abea,StSq4,elements,J2,5.3
0308f9290b,b8e1a3abea,StSq4,elements,J3,5.3
0308f9290b,b8e1a3abea,StSq4,elements,J4,5.3
0308f9290b,b8e1a3abea,StSq4,elements,J5,5.3
0308f9290b,b8e1a3abea,StSq4,elements,J6,5.3
0308f9290b,b8e1a3abea,StSq4,elements,J7,4.6
0308f9290b,b8e1a3abea,StSq4,elements,J8,5.3
0308f9290b,b8e1a3abea,StSq4,elements,J9,5.3
031f7e9287,85e473cad1,FCCoSp4,elements,J1,5
031f7e9287,85e473cad1,FCCoSp4,elements,J2,4.5
031f7e9287,85e473cad1,FCCoSp4,elements,J3,5
031f7e9287,85e473cad1,FCCoSp4,elements,J4,5
031f7e9287,85e473cad1,FCCoSp4,elements,J5,5
031f7e9287,85e473cad1,FCCoSp4,elements,J6,5
031f7e9287,85e473cad1,FCCoSp4,elements,J7,5
031f7e9287,85e473cad1,FCCoSp4,elements,J8,5
031f7e9287,85e473cad1,FCCoSp4,elements,J9,4.5
035ea0c3c1,1ff7639449,STw4,elements,J1,7.199999999999999
035ea0c3c1,1ff7639449,STw4,elements,J2,6.6
035ea0c3c1,1ff7639449,STw4,elements,J3,6.6
035ea0c3c1,1ff7639449,STw4,elements,J4,7.199999999999999
035ea0c3c1,1ff7639449,STw4,elements,J5,7.199999999999999
035ea0c3c1,1ff7639449,STw4,elements,J6,7.199999999999999
035ea0c3c1,1ff7639449,STw4,elements,J7,7.199999999999999
035ea0c3c1,1ff7639449,STw4,elements,J8,7.199999999999999
035ea0c3c1,1ff7639449,STw4,elements,J9,7.199999999999999
0380db9dc9,0ecae252d0,CCoSp4,elements,J1,5
0380db9dc9,0ecae252d0,CCoSp4,elements,J2,5
0380db9dc9,0ecae252d0,CCoSp4,elements,J3,4.5
0380db9dc9,0ecae252d0,CCoSp4,elements,J4,5
0380db9dc9,0ecae252d0,CCoSp4,elements,J5,4.5
0380db9dc9,0ecae252d0,CCoSp4,elements,J6,4.5
0380db9dc9,0ecae252d0,CCoSp4,elements,J7,5
0380db9dc9,0ecae252d0,CCoSp4,elements,J8,4.5
0380db9dc9,0ecae252d0,CCoSp4,elements,J9,5
03df888e92,2178d0174d,3S+2T,elements,J1,6.27
03df888e92,2178d0174d,3S+2T,elements,J2,6.27
03df888e92,2178d0174d,3S+2T,elements,J3,6.27
03df888e92,2178d0174d,3S+2T,elements,J4,6.27
03df888e92,2178d0174d,3S+2T,elements,J5,6.97
03df888e92,2178d0174d,3S+2T,elements,J6,6.97
03df888e92,2178d0174d,3S+2T,elements,J7,6.27
03df888e92,2178d0174d,3S+2T,elements,J8,7.67
03df888e92,2178d0174d,3S+2T,elements,J9,6.97
03e55745d1,31dbe07abf,CCoSp4,elements,J1,4.5
03e55745d1,31dbe07abf,CCoSp4,elements,J2,4.5
03e55745d1,31dbe07abf,CCoSp4,elements,J3,5
03e55745d1,31dbe07abf,CCoSp4,elements,J4,4.5
03e55745d1,31dbe07abf,CCoSp4,elements,J5,4.5
03e55745d1,31dbe07abf,CCoSp4,elements,J6,4
03e55745d1,31dbe07abf,CCoSp4,elements,J7,4.5
03e55745d1,31dbe07abf,CCoSp4,elements,J8,5
03e55745d1,31dbe07abf,CCoSp4,elements,J9,4
0435f11022,61e3cfa1e0,3Lz,elements,J1,8.7
0435f11022,61e3cfa1e0,3Lz,elements,J2,8
0435f11022,61e3cfa1e0,3Lz,elements,J3,8.7
0435f11022,61e3cfa1e0,3Lz,elements,J4,8.7
0435f11022,61e3cfa1e0,3Lz,elements,J5,8.7
0435f11022,61e3cfa1e0,3Lz,elements,J6,8.7
0435f11022,61e3cfa1e0,3Lz,elements,J7,8
0435f11022,61e3cfa1e0,3Lz,elements,J8,8.7
0435f11022,61e3cfa1e0,3Lz,elements,J9,8.7
044236e366,7d4df41b3f,2A,elements,J1,3.63
044236e366,7d4df41b3f,2A,elements,J2,4.13
044236e366,7d4df41b3f,2A,elements,J3,4.13
044236e366,7d4df41b3f,2A,elements,J4,3.63
044236e366,7d4df41b3f,2A,elements,J5,4.13
044236e366,7d4df41b3f,2A,elements,J6,4.13
044236e366,7d4df41b3f,2A,elements,J7,4.13
044236e366,7d4df41b3f,2A,elements,J8,3.63
044236e366,7d4df41b3f,2A,elements,J9,4.13
048825cb77,ac169ad456,3F+1Lo+3S,elements,J1,11.22
048825cb77,ac169ad456,3F+1Lo+3S,elements,J2,12.620000000000001
048825cb77,ac169ad456,3F+1Lo+3S,elements,J3,12.620000000000001
048825cb77,ac169ad456,3F+1Lo+3S,elements,J4,11.92
048825cb77,ac169ad456,3F+1Lo+3S,elements,J5,11.92
048825cb77,ac169ad456,3F+1Lo+3S,elements,J6,11.92
048825cb77,ac169ad456,3F+1Lo+3S,elements,J7,12.620000000000001
048825cb77,ac169ad456,3F+1Lo+3S,elements,J8,11.92
048825cb77,ac169ad456,3F+1Lo+3S,elements,J9,11.92
0497ef75cf,f34900b0ac,StSq2,elements,J1,3.1
0497ef75cf,f34900b0ac,StSq2,elements,J2,3.1
0497ef75cf,f34900b0ac,StSq2,elements,J3,3.1
0497ef75cf,f34900b0ac,StSq2,elements,J4,3.1
0497ef75cf,f34900b0ac,StSq2,elements,J5,2.6
0497ef75cf,f34900b0ac,StSq2,elements,J6,3.1
0497ef75cf,f34900b0ac,StSq2,elements,J7,3.1
0497ef75cf,f34900b0ac,StSq2,elements,J8,3.1
0497ef75cf,f34900b0ac,StSq2,elements,J9,3.1
049b448545,d9343a9c13,3Li4,elements,J1,5.5
049b448545,d9343a9c13,3Li4,elements,J2,5.5
049b448545,d9343a9c13,3Li4,elements,J3,6
049b448545,d9343a9c13,3Li4,elements,J4,5.5
049b448545,d9343a9c13,3Li4,elements,J5,6
049b448545,d9343a9c13,3Li4,elements,J6,5.5
049b448545,d9343a9c13,3Li4,elements,J7,6
049b448545,d9343a9c13,3Li4,elements,J8,6
049b448545,d9343a9c13,3Li4,elements,J9,5.5
04b3cb9166,48e7d087f1,StSq4,elements,J1,5.3
04b3cb9166,48e7d087f1,StSq4,elements,J2,5.3
04b3cb9166,48e7d087f1,StSq4,elements,J3,5.3
04b3cb9166,48e7d087f1,StSq4,elements,J4,4.6
04b3cb9166,48e7d087f1,StSq4,elements,J5,6
04b3cb9166,48e7d087f1,StSq4,elements,J6,5.3
04b3cb9166,48e7d087f1,StSq4,elements,J7,5.3
04b3cb9166,48e7d087f1,StSq4,elements,J8,5.3
04b3cb9166,48e7d087f1,StSq4,elements,J9,6
04bc3ec529,f9b3b1bf16,SlLi4,elements,J1,6.3
04bc3ec529,f9b3b1bf16,SlLi4,elements,J2,6.3
04bc3ec529,f9b3b1bf16,SlLi4,elements,J3,6.3
04bc3ec529,f9b3b1bf16,SlLi4,elements,J4,6.3
04bc3ec529,f9b3b1bf16,SlLi4,elements,J5,6.3
04bc3ec529,f9b3b1bf16,SlLi4,elements,J6,6.3
04bc3ec529,f9b3b1bf16,SlLi4,elements,J7,6.3
04bc3ec529,f9b3b1bf16,SlLi4,elements,J8,6.3
04bc3ec529,f9b3b1bf16,SlLi4,elements,J9,5.7
04c4e0de5f,c98ec5202d,StSq4,elements,J1,6
04c4e0de5f,c98ec5202d,StSq4,elements,J2,6
04c4e0de5f,c98ec5202d,StSq4,elements,J3,6
04c4e0de5f,c98ec5202d,StSq4,elements,J4,6
04c4e0de5f,c98ec5202d,StSq4,elements,J5,6
04c4e0de5f,c98ec5202d,StSq4,elements,J6,5.3
04c4e0de5f,c98ec5202d,StSq4,elements,J7,5.3
04c4e0de5f,c98ec5202d,StSq4,elements,J8,6
04c4e0de5f,c98ec5202d,StSq4,elements,J9,6
04e3c4c8ca,a2e9b50361,3T<,elements,J1,2.5999999999999996
04e3c4c8ca,a2e9b50361,3T<,elements,J2,2.5999999999999996
04e3c4c8ca,a2e9b50361,3T<,elements,J3,2.5999999999999996
04e3c4c8ca,a2e9b50361,3T<,elements,J4,2.5999999999999996
04e3c4c8ca,a2e9b50361,3T<,elements,J5,2.5999999999999996
04e3c4c8ca,a2e9b50361,3T<,elements,J6,1.9
04e3c4c8ca,a2e9b50361,3T<,elements,J7,2.5999999999999996
04e3c4c8ca,a2e9b50361,3T<,elements,J8,2.5999999999999996
04e3c4c8ca,a2e9b50361,3T<,elements,J9,2.5999999999999996
051e7040ed,44961aae70,CCoSp4V,elements,J1,3.5
051e7040ed,44961aae70,CCoSp4V,elements,J2,3.5
051e7040ed,44961aae70,CCoSp4V,elements,J3,3.5
051e7040ed,44961aae70,CCoSp4V,elements,J4,4
051e7040ed,44961aae70,CCoSp4V,elements,J5,3.5
051e7040ed,44961aae70,CCoSp4V,elements,J6,3
051e7040ed,44961aae70,CCoSp4V,elements,J7,3.5
051e7040ed,44961aae70,CCoSp4V,elements,J8,4
051e7040ed,44961aae70,CCoSp4V,elements,J9,3.5
0525b0a7ad,7f58a44aeb,LSp4,elements,J1,3.2
0525b0a7ad,7f58a44aeb,LSp4,elements,J2,3.7
0525b0a7ad,7f58a44aeb,LSp4,elements,J3,3.2
0525b0a7ad,7f58a44aeb,LSp4,elements,J4,3.7
0525b0a7ad,7f58a44aeb,LSp4,elements,J5,3.2
0525b0a7ad,7f58a44aeb,LSp4,elements,J6,3.2
0525b0a7ad,7f58a44aeb,LSp4,elements,J7,3.7
0525b0a7ad,7f58a44aeb,LSp4,elements,J8,3.2
0525b0a7ad,7f58a44aeb,LSp4,elements,J9,3.2
05273b5f57,1335d60b3b,StSq4,elements,J1,5.3
05273b5f57,1335d60b3b,StSq4,elements,J2,5.3
05273b5f57,1335d60b3b,StSq4,elements,J3,6
05273b5f57,1335d60b3b,StSq4,elements,J4,6
05273b5f57,1335d60b3b,StSq4,elements,J5,4.6
05273b5f57,1335d60b3b,StSq4,elements,J6,4.6
05273b5f57,1335d60b3b,StSq4,elements,J7,5.3
05273b5f57,1335d60b3b,StSq4,elements,J8,4.6
05273b5f57,1335d60b3b,StSq4,elements,J9,6
05343917f8,da7bbb92f1,RoLi4,elements,J1,5.7
05343917f8,da7bbb92f1,RoLi4,elements,J2,5.1
05343917f8,da7bbb92f1,RoLi4,elements,J3,6.3
05343917f8,da7bbb92f1,RoLi4,elements,J4,5.7
05343917f8,da7bbb92f1,RoLi4,elements,J5,5.7
05343917f8,da7bbb92f1,RoLi4,elements,J6,5.7
05343917f8,da7bbb92f1,RoLi4,elements,J7,5.7
05343917f8,da7bbb92f1,RoLi4,elements,J8,5.1
05343917f8,da7bbb92f1,RoLi4,elements,J9,5.7
054e1344c6,5458eddc1d,3Tw4,elements,J1,8.7
054e1344c6,5458eddc1d,3Tw4,elements,J2,8
054e1344c6,5458eddc1d,3Tw4,elements,J3,8
054e1344c6,5458eddc1d,3Tw4,elements,J4,8.7
054e1344c6,5458eddc1d,3Tw4,elements,J5,8
054e1344c6,5458eddc1d,3Tw4,elements,J6,8
054e1344c6,5458eddc1d,3Tw4,elements,J7,8.7
054e1344c6,5458eddc1d,3Tw4,elements,J8,8
054e1344c6,5458eddc1d,3Tw4,elements,J9,8.7
0597f2df18,61e3cfa1e0,LSp4,elements,J1,4.2
0597f2df18,61e3cfa1e0,LSp4,elements,J2,3.7
0597f2df18,61e3cfa1e0,LSp4,elements,J3,3.7
0597f2df18,61e3cfa1e0,LSp4,elements,J4,3.7
0597f2df18,61e3cfa1e0,LSp4,elements,J5,3.7
0597f2df18,61e3cfa1e0,LSp4,elements,J6,3.7
0597f2df18,61e3cfa1e0,LSp4,elements,J7,3.7
0597f2df18,61e3cfa1e0,LSp4,elements,J8,4.2
0597f2df18,61e3cfa1e0,LSp4,elements,J9,4.2
05a2aebd7a,47185a6e05,StSq4,elements,J1,5.3
05a2aebd7a,47185a6e05,StSq4,elements,J2,5.3
05a2aebd7a,47185a6e05,StSq4,elements,J3,5.3
05a2aebd7a,47185a6e05,StSq4,elements,J4,4.6
05a2aebd7a,47185a6e05,StSq4,elements,J5,4.6
05a2aebd7a,47185a6e05,StSq4,elements,J6,4.6
05a2aebd7a,47185a6e05,StSq4,elements,J7,5.3
05a2aebd7a,47185a6e05,StSq4,elements,J8,5.3
05a2aebd7a,47185a6e05,StSq4,elements,J9,4.6
05ee3d8ad9,31a1d40d01,StSq4,elements,J1,4.6
05ee3d8ad9,31a1d40d01,StSq4,elements,J2,4.6
05ee3d8ad9,31a1d40d01,StSq4,elements,J3,6
05ee3d8ad9,31a1d40d01,StSq4,elements,J4,5.3
05ee3d8ad9,31a1d40d01,StSq4,elements,J5,4.6
05ee3d8ad9,31a1d40d01,StSq4,elements,J6,4.6
05ee3d8ad9,31a1d40d01,StSq4,elements,J7,5.3
05ee3d8ad9,31a1d40d01,StSq4,elements,J8,4.6
05ee3d8ad9,31a1d40d01,StSq4,elements,J9,3.9
061e3e0d98,4290d9ff69,FSSp4,elements,J1,3.5
061e3e0d98,4290d9ff69,FSSp4,elements,J2,3.5
061e3e0d98,4290d9ff69,FSSp4,elements,J3,3.5
061e3e0d98,4290d9ff69,FSSp4,elements,J4,3
061e3e0d98,4290d9ff69,FSSp4,elements,J5,3
061e3e0d98,4290d9ff69,FSSp4,elements,J6,3.5
061e3e0d98,4290d9ff69,FSSp4,elements,J7,3.5
061e3e0d98,4290d9ff69,FSSp4,elements,J8,3
061e3e0d98,4290d9ff69,FSSp4,elements,J9,3.5
0638f9c069,ef8b07f879,3A,elements,J1,11.35
0638f9c069,ef8b07f879,3A,elements,J2,11.35
0638f9c069,ef8b07f879,3A,elements,J3,11.35
0638f9c069,ef8b07f879,3A,elements,J4,11.35
0638f9c069,ef8b07f879,3A,elements,J5,11.35
0638f9c069,ef8b07f879,3A,elements,J6,11.35
0638f9c069,ef8b07f879,3A,elements,J7,11.35
0638f9c069,ef8b07f879,3A,elements,J8,10.35
0638f9c069,ef8b07f879,3A,elements,J9,12.35
064221111d,5a55560911,StSq3,elements,J1,3.3
064221111d,5a55560911,StSq3,elements,J2,3.8
064221111d,5a55560911,StSq3,elements,J3,3.8
064221111d,5a55560911,StSq3,elements,J4,3.3
064221111d,5a55560911,StSq3,elements,J5,3.8
064221111d,5a55560911,StSq3,elements,J6,3.3
