name,performance_id,nation,program,judge,total_score,total_deductions,final_score
SCHOTT Nicole,0496311fa6,GER,Team Event - Ladies Single Skating Short Program,J5,31.229999999999997,-1,30.229999999999997
SCHOTT Nicole,0496311fa6,GER,Team Event - Ladies Single Skating Short Program,J6,30.53,-1,29.53
SCHOTT Nicole,0496311fa6,GER,Team Event - Ladies Single Skating Short Program,J7,29.03,-1,28.03
SCHOTT Nicole,0496311fa6,GER,Team Event - Ladies Single Skating Short Program,J8,29.729999999999997,-1,28.729999999999997
SCHOTT Nicole,0496311fa6,GER,Team Event - Ladies Single Skating Short Program,J9,29.53,-1,28.53
CONNERS Paige / KRASNOPOLSKI Evgeni,08fb3c3928,ISR,Team Event - Pair Skating Short Program,J1,30.2,-1,29.2
CONNERS Paige / KRASNOPOLSKI Evgeni,08fb3c3928,ISR,Team Event - Pair Skating Short Program,J2,30.9,-1,29.9
CONNERS Paige / KRASNOPOLSKI Evgeni,08fb3c3928,ISR,Team Event - Pair Skating Short Program,J3,31.6,-1,30.6
CONNERS Paige / KRASNOPOLSKI Evgeni,08fb3c3928,ISR,Team Event - Pair Skating Short Program,J4,30.9,-1,29.9
CONNERS Paige / KRASNOPOLSKI Evgeni,08fb3c3928,ISR,Team Event - Pair Skating Short Program,J5,32.1,-1,31.1
CONNERS Paige / KRASNOPOLSKI Evgeni,08fb3c3928,ISR,Team Event - Pair Skating Short Program,J6,30.9,-1,29.9
CONNERS Paige / KRASNOPOLSKI Evgeni,08fb3c3928,ISR,Team Event - Pair Skating Short Program,J7,30.9,-1,29.9
CONNERS Paige / KRASNOPOLSKI Evgeni,08fb3c3928,ISR,Team Event - Pair Skating Short Program,J8,30.2,-1,29.2
CONNERS Paige / KRASNOPOLSKI Evgeni,08fb3c3928,ISR,Team Event - Pair Skating Short Program,J9,28.7,-1,27.7
YAN Han,093606dc5e,CHN,Men Single Skating - Short Program,J1,41.03,-1,40.03
YAN Han,093606dc5e,CHN,Men Single Skating - Short Program,J2,40.53,-1,39.53
YAN Han,093606dc5e,CHN,Men Single Skating - Short Program,J3,40.73,-1,39.73
YAN Han,093606dc5e,CHN,Men Single Skating - Short Program,J4,41.53,-1,40.53
YAN Han,093606dc5e,CHN,Men Single Skating - Short Program,J5,41.53,-1,40.53
YAN Han,093606dc5e,CHN,Men Single Skating - Short Program,J6,39.83,-1,38.83
YAN Han,093606dc5e,CHN,Men Single Skating - Short Program,J7,39.53,-1,38.53
YAN Han,093606dc5e,CHN,Men Single Skating - Short Program,J8,40.83,-1,39.83
YAN Han,093606dc5e,CHN,Men Single Skating - Short Program,J9,42.73,-1,41.73
BREZINA Michal,0de59c93e5,CZE,Men Single Skating - Free Skating,J1,82.74,0,82.74
BREZINA Michal,0de59c93e5,CZE,Men Single Skating - Free Skating,J2,76.24,0,76.24
BREZINA Michal,0de59c93e5,CZE,Men Single Skating - Free Skating,J3,77.04,0,77.04
BREZINA Michal,0de59c93e5,CZE,Men Single Skating - Free Skating,J4,75.54,0,75.54
BREZINA Michal,0de59c93e5,CZE,Men Single Skating - Free Skating,J5,75.34,0,75.34
BREZINA Michal,0de59c93e5,CZE,Men Single Skating - Free Skating,J6,74.84,0,74.84
BREZINA Michal,0de59c93e5,CZE,Men Single Skating - Free Skating,J7,76.74,0,76.74
BREZINA Michal,0de59c93e5,CZE,Men Single Skating - Free Skating,J8,75.34,0,75.34
BREZINA Michal,0de59c93e5,CZE,Men Single Skating - Free Skating,J9,79.14,0,79.14
RIPPON Adam,0ecae252d0,USA,Men Single Skating - Free Skating,J1,87.08,0,87.08
RIPPON Adam,0ecae252d0,USA,Men Single Skating - Free Skating,J2,88.98,0,88.98
RIPPON Adam,0ecae252d0,USA,Men Single Skating - Free Skating,J3,83.17999999999999,0,83.17999999999999
RIPPON Adam,0ecae252d0,USA,Men Single Skating - Free Skating,J4,84.17999999999999,0,84.17999999999999
RIPPON Adam,0ecae252d0,USA,Men Single Skating - Free Skating,J5,83.67999999999999,0,83.67999999999999
RIPPON Adam,0ecae252d0,USA,Men Single Skating - Free Skating,J6,82.67999999999999,0,82.67999999999999
RIPPON Adam,0ecae252d0,USA,Men Single Skating - Free Skating,J7,86.08,0,86.08
RIPPON Adam,0ecae252d0,USA,Men Single Skating - Free Skating,J8,81.48,0,81.48
RIPPON Adam,0ecae252d0,USA,Men Single Skating - Free Skating,J9,82.78,0,82.78
YAN Han,11490d3b60,CHN,Men Single Skating - Free Skating,J1,55.19,-1,54.19
YAN Han,11490d3b60,CHN,Men Single Skating - Free Skating,J2,52.59,-1,51.59
YAN Han,11490d3b60,CHN,Men Single Skating - Free Skating,J3,54.09,-1,53.09
YAN Han,11490d3b60,CHN,Men Single Skating - Free Skating,J4,53.59,-1,52.59
YAN Han,11490d3b60,CHN,Men Single Skating - Free Skating,J5,53.99,-1,52.99
YAN Han,11490d3b60,CHN,Men Single Skating - Free Skating,J6,50.89,-1,49.89
YAN Han,11490d3b60,CHN,Men Single Skating - Free Skating,J7,55.19,-1,54.19
YAN Han,11490d3b60,CHN,Men Single Skating - Free Skating,J8,50.79,-1,49.79
YAN Han,11490d3b60,CHN,Men Single Skating - Free Skating,J9,56.59,-1,55.59
TENNELL Bradie,11a8918595,USA,Team Event - Ladies Single Skating Short Program,J1,39.14,0,39.14
TENNELL Bradie,11a8918595,USA,Team Event - Ladies Single Skating Short Program,J2,37.44,0,37.44
TENNELL Bradie,11a8918595,USA,Team Event - Ladies Single Skating Short Program,J3,38.44,0,38.44
TENNELL Bradie,11a8918595,USA,Team Event - Ladies Single Skating Short Program,J4,38.94,0,38.94
TENNELL Bradie,11a8918595,USA,Team Event - Ladies Single Skating Short Program,J5,40.84,0,40.84
TENNELL Bradie,11a8918595,USA,Team Event - Ladies Single Skating Short Program,J6,39.84,0,39.84
TENNELL Bradie,11a8918595,USA,Team Event - Ladies Single Skating Short Program,J7,40.34,0,40.34
TENNELL Bradie,11a8918595,USA,Team Event - Ladies Single Skating Short Program,J8,38.64,0,38.64
TENNELL Bradie,11a8918595,USA,Team Event - Ladies Single Skating Short Program,J9,38.44,0,38.44
JIN Boyang,1335d60b3b,CHN,Men Single Skating - Short Program,J1,58.35,0,58.35
JIN Boyang,1335d60b3b,CHN,Men Single Skating - Short Program,J2,59.55,0,59.55
JIN Boyang,1335d60b3b,CHN,Men Single Skating - Short Program,J3,62.75,0,62.75
JIN Boyang,1335d60b3b,CHN,Men Single Skating - Short Program,J4,62.25,0,62.25
JIN Boyang,1335d60b3b,CHN,Men Single Skating - Short Program,J5,56.85,0,56.85
JIN Boyang,1335d60b3b,CHN,Men Single Skating - Short Program,J6,56.35,0,56.35
JIN Boyang,1335d60b3b,CHN,Men Single Skating - Short Program,J7,60.55,0,60.55
JIN Boyang,1335d60b3b,CHN,Men Single Skating - Short Program,J8,59.35,0,59.35
JIN Boyang,1335d60b3b,CHN,Men Single Skating - Short Program,J9,65.75,0,65.75
SUZAKI Miu / KIHARA Ryuichi,134bc9e9d0,JPN,Team Event - Pair Skating Short Program,J1,33.8,0,33.8
SUZAKI Miu / KIHARA Ryuichi,134bc9e9d0,JPN,Team Event - Pair Skating Short Program,J2,32.1,0,32.1
SUZAKI Miu / KIHARA Ryuichi,134bc9e9d0,JPN,Team Event - Pair Skating Short Program,J3,32.1,0,32.1
SUZAKI Miu / KIHARA Ryuichi,134bc9e9d0,JPN,Team Event - Pair Skating Short Program,J4,31.6,0,31.6
SUZAKI Miu / KIHARA Ryuichi,134bc9e9d0,JPN,Team Event - Pair Skating Short Program,J5,32.3,0,32.3
SUZAKI Miu / KIHARA Ryuichi,134bc9e9d0,JPN,Team Event - Pair Skating Short Program,J6,32.1,0,32.1
SUZAKI Miu / KIHARA Ryuichi,134bc9e9d0,JPN,Team Event - Pair Skating Short Program,J7,32.1,0,32.1
SUZAKI Miu / KIHARA Ryuichi,134bc9e9d0,JPN,Team Event - Pair Skating Short Program,J8,32.1,0,32.1
SUZAKI Miu / KIHARA Ryuichi,134bc9e9d0,JPN,Team Event - Pair Skating Short Program,J9,32.1,0,32.1
HANYU Yuzuru,14db11efb7,JPN,Men Single Skating - Short Program,J1,62.41,0,62.41
HANYU Yuzuru,14db11efb7,JPN,Men Single Skating - Short Program,J2,62.11,0,62.11
HANYU Yuzuru,14db11efb7,JPN,Men Single Skating - Short Program,J3,62.61,0,62.61
HANYU Yuzuru,14db11efb7,JPN,Men Single Skating - Short Program,J4,64.11,0,64.11
HANYU Yuzuru,14db11efb7,JPN,Men Single Skating - Short Program,J5,63.11,0,63.11
HANYU Yuzuru,14db11efb7,JPN,Men Single Skating - Short Program,J6,61.61,0,61.61
HANYU Yuzuru,14db11efb7,JPN,Men Single Skating - Short Program,J7,63.61,0,63.61
HANYU Yuzuru,14db11efb7,JPN,Men Single Skating - Short Program,J8,64.61,0,64.61
HANYU Yuzuru,14db11efb7,JPN,Men Single Skating - Short Program,J9,63.11,0,63.11
MEDVEDEVA Evgenia,187be2a42e,OAR,Ladies Single Skating - Free Skating,J1,77.33,0,77.33
MEDVEDEVA Evgenia,187be2a42e,OAR,Ladies Single Skating - Free Skating,J2,79.63,0,79.63
MEDVEDEVA Evgenia,187be2a42e,OAR,Ladies Single Skating - Free Skating,J3,84.53,0,84.53
MEDVEDEVA Evgenia,187be2a42e,OAR,Ladies Single Skating - Free Skating,J4,82.13,0,82.13
MEDVEDEVA Evgenia,187be2a42e,OAR,Ladies Single Skating - Free Skating,J5,77.53,0,77.53
MEDVEDEVA Evgenia,187be2a42e,OAR,Ladies Single Skating - Free Skating,J6,76.83,0,76.83
MEDVEDEVA Evgenia,187be2a42e,OAR,Ladies Single Skating - Free Skating,J7,77.33,0,77.33
MEDVEDEVA Evgenia,187be2a42e,OAR,Ladies Single Skating - Free Skating,J8,77.53,0,77.53
MEDVEDEVA Evgenia,187be2a42e,OAR,Ladies Single Skating - Free Skating,J9,80.43,0,80.43
PELTONEN Emmi,18d403622f,FIN,Ladies Single Skating - Free Skating,J1,46.68,-1,45.68
PELTONEN Emmi,18d403622f,FIN,Ladies Single Skating - Free Skating,J2,47.68,-1,46.68
PELTONEN Emmi,18d403622f,FIN,Ladies Single Skating - Free Skating,J3,46.18,-1,45.18
PELTONEN Emmi,18d403622f,FIN,Ladies Single Skating - Free Skating,J4,47.18,-1,46.18
PELTONEN Emmi,18d403622f,FIN,Ladies Single Skating - Free Skating,J5,45.68,-1,44.68
PELTONEN Emmi,18d403622f,FIN,Ladies Single Skating - Free Skating,J6,47.78,-1,46.78
PELTONEN Emmi,18d403622f,FIN,Ladies Single Skating - Free Skating,J7,45.88,-1,44.88
PELTONEN Emmi,18d403622f,FIN,Ladies Single Skating - Free Skating,J8,47.68,-1,46.68
PELTONEN Emmi,18d403622f,FIN,Ladies Single Skating - Free Skating,J9,44.08,-1,43.08
KERRY Brendan,191222d48a,AUS,Men Single Skating - Short Program,J1,46.85,0,46.85
KERRY Brendan,191222d48a,AUS,Men Single Skating - Short Program,J2,45.15,0,45.15
KERRY Brendan,191222d48a,AUS,Men Single Skating - Short Program,J3,49.35,0,49.35
KERRY Brendan,191222d48a,AUS,Men Single Skating - Short Program,J4,44.15,0,44.15
KERRY Brendan,191222d48a,AUS,Men Single Skating - Short Program,J5,46.65,0,46.65
KERRY Brendan,191222d48a,AUS,Men Single Skating - Short Program,J6,44.65,0,44.65
KERRY Brendan,191222d48a,AUS,Men Single Skating - Short Program,J7,43.35,0,43.35
KERRY Brendan,191222d48a,AUS,Men Single Skating - Short Program,J8,46.85,0,46.85
KERRY Brendan,191222d48a,AUS,Men Single Skating - Short Program,J9,44.15,0,44.15
SAMOHIN Daniel,1aaa2c84a7,ISR,Men Single Skating - Free Skating,J1,93.74000000000001,0,93.74000000000001
SAMOHIN Daniel,1aaa2c84a7,ISR,Men Single Skating - Free Skating,J2,88.34,0,88.34
SAMOHIN Daniel,1aaa2c84a7,ISR,Men Single Skating - Free Skating,J3,87.64,0,87.64
SAMOHIN Daniel,1aaa2c84a7,ISR,Men Single Skating - Free Skating,J4,89.84,0,89.84
SAMOHIN Daniel,1aaa2c84a7,ISR,Men Single Skating - Free Skating,J5,92.54,0,92.54
SAMOHIN Daniel,1aaa2c84a7,ISR,Men Single Skating - Free Skating,J6,86.44,0,86.44
SAMOHIN Daniel,1aaa2c84a7,ISR,Men Single Skating - Free Skating,J7,86.94,0,86.94
SAMOHIN Daniel,1aaa2c84a7,ISR,Men Single Skating - Free Skating,J8,83.54,0,83.54
SAMOHIN Daniel,1aaa2c84a7,ISR,Men Single Skating - Free Skating,J9,91.54,0,91.54
TENNELL Bradie,1ba3d7fa7d,USA,Ladies Single Skating - Free Skating,J1,64.51,0,64.51
TENNELL Bradie,1ba3d7fa7d,USA,Ladies Single Skating - Free Skating,J2,65.01,0,65.01
TENNELL Bradie,1ba3d7fa7d,USA,Ladies Single Skating - Free Skating,J3,64.01,0,64.01
TENNELL Bradie,1ba3d7fa7d,USA,Ladies Single Skating - Free Skating,J4,64.71,0,64.71
TENNELL Bradie,1ba3d7fa7d,USA,Ladies Single Skating - Free Skating,J5,66.41,0,66.41
TENNELL Bradie,1ba3d7fa7d,USA,Ladies Single Skating - Free Skating,J6,66.61,0,66.61
TENNELL Bradie,1ba3d7fa7d,USA,Ladies Single Skating - Free Skating,J7,66.61,0,66.61
TENNELL Bradie,1ba3d7fa7d,USA,Ladies Single Skating - Free Skating,J8,66.41,0,66.41
TENNELL Bradie,1ba3d7fa7d,USA,Ladies Single Skating - Free Skating,J9,65.91,0,65.91
CAPPELLINI Anna / LANOTTE Luca,1c0cb2713c,ITA,Ice Dance - Short Dance,J1,38.7,0,38.7
CAPPELLINI Anna / LANOTTE Luca,1c0cb2713c,ITA,Ice Dance - Short Dance,J2,38.1,0,38.1
CAPPELLINI Anna / LANOTTE Luca,1c0cb2713c,ITA,Ice Dance - Short Dance,J3,41.6,0,41.6
CAPPELLINI Anna / LANOTTE Luca,1c0cb2713c,ITA,Ice Dance - Short Dance,J4,41,0,41
CAPPELLINI Anna / LANOTTE Luca,1c0cb2713c,ITA,Ice Dance - Short Dance,J5,41.5,0,41.5
CAPPELLINI Anna / LANOTTE Luca,1c0cb2713c,ITA,Ice Dance - Short Dance,J6,39.3,0,39.3
CAPPELLINI Anna / LANOTTE Luca,1c0cb2713c,ITA,Ice Dance - Short Dance,J7,41,0,41
CAPPELLINI Anna / LANOTTE Luca,1c0cb2713c,ITA,Ice Dance - Short Dance,J8,39.2,0,39.2
CAPPELLINI Anna / LANOTTE Luca,1c0cb2713c,ITA,Ice Dance - Short Dance,J9,39.800000000000004,0,39.800000000000004
JAMES Vanessa / CIPRES Morgan,1c6598ff9d,FRA,Pair Skating - Short Program,J1,41.9,0,41.9
JAMES Vanessa / CIPRES Morgan,1c6598ff9d,FRA,Pair Skating - Short Program,J2,40.9,0,40.9
JAMES Vanessa / CIPRES Morgan,1c6598ff9d,FRA,Pair Skating - Short Program,J3,40.9,0,40.9
JAMES Vanessa / CIPRES Morgan,1c6598ff9d,FRA,Pair Skating - Short Program,J4,40.9,0,40.9
JAMES Vanessa / CIPRES Morgan,1c6598ff9d,FRA,Pair Skating - Short Program,J5,38.8,0,38.8
JAMES Vanessa / CIPRES Morgan,1c6598ff9d,FRA,Pair Skating - Short Program,J6,41.6,0,41.6
JAMES Vanessa / CIPRES Morgan,1c6598ff9d,FRA,Pair Skating - Short Program,J7,42.1,0,42.1
JAMES Vanessa / CIPRES Morgan,1c6598ff9d,FRA,Pair Skating - Short Program,J8,40,0,40
JAMES Vanessa / CIPRES Morgan,1c6598ff9d,FRA,Pair Skating - Short Program,J9,40.2,0,40.2
CAPPELLINI Anna / LANOTTE Luca,1f92da4901,ITA,Ice Dance - Free Dance,J1,54.9,-1,53.9
CAPPELLINI Anna / LANOTTE Luca,1f92da4901,ITA,Ice Dance - Free Dance,J2,56.8,-1,55.8
CAPPELLINI Anna / LANOTTE Luca,1f92da4901,ITA,Ice Dance - Free Dance,J3,56,-1,55
CAPPELLINI Anna / LANOTTE Luca,1f92da4901,ITA,Ice Dance - Free Dance,J4,58.6,-1,57.6
CAPPELLINI Anna / LANOTTE Luca,1f92da4901,ITA,Ice Dance - Free Dance,J5,54.2,-1,53.2
CAPPELLINI Anna / LANOTTE Luca,1f92da4901,ITA,Ice Dance - Free Dance,J6,56.1,-1,55.1
CAPPELLINI Anna / LANOTTE Luca,1f92da4901,ITA,Ice Dance - Free Dance,J7,53.8,-1,52.8
CAPPELLINI Anna / LANOTTE Luca,1f92da4901,ITA,Ice Dance - Free Dance,J8,51.3,-1,50.3
CAPPELLINI Anna / LANOTTE Luca,1f92da4901,ITA,Ice Dance - Free Dance,J9,55.099999999999994,-1,54.099999999999994
MIN Yura / GAMELIN Alexander,1ff7639449,KOR,Ice Dance - Short Dance,J1,32.599999999999994,0,32.599999999999994
MIN Yura / GAMELIN Alexander,1ff7639449,KOR,Ice Dance - Short Dance,J2,30.9,0,30.9
MIN Yura / GAMELIN Alexander,1ff7639449,KOR,Ice Dance - Short Dance,J3,31.5,0,31.5
MIN Yura / GAMELIN Alexander,1ff7639449,KOR,Ice Dance - Short Dance,J4,33.699999999999996,0,33.699999999999996
MIN Yura / GAMELIN Alexander,1ff7639449,KOR,Ice Dance - Short Dance,J5,36,0,36
MIN Yura / GAMELIN Alexander,1ff7639449,KOR,Ice Dance - Short Dance,J6,33.199999999999996,0,33.199999999999996
MIN Yura / GAMELIN Alexander,1ff7639449,KOR,Ice Dance - Short Dance,J7,32.099999999999994,0,32.099999999999994
MIN Yura / GAMELIN Alexander,1ff7639449,KOR,Ice Dance - Short Dance,J8,31,0,31
MIN Yura / GAMELIN Alexander,1ff7639449,KOR,Ice Dance - Short Dance,J9,34.9,0,34.9
YAN Han,20722d93bb,CHN,Team Event - Men Single Skating Short Program,J1,38.53,-2,36.53
YAN Han,20722d93bb,CHN,Team Event - Men Single Skating Short Program,J2,38.53,-2,36.53
YAN Han,20722d93bb,CHN,Team Event - Men Single Skating Short Program,J3,37.230000000000004,-2,35.230000000000004
YAN Han,20722d93bb,CHN,Team Event - Men Single Skating Short Program,J4,37.03,-2,35.03
YAN Han,20722d93bb,CHN,Team Event - Men Single Skating Short Program,J5,39.230000000000004,-2,37.230000000000004
YAN Han,20722d93bb,CHN,Team Event - Men Single Skating Short Program,J6,36.83,-2,34.83
YAN Han,20722d93bb,CHN,Team Event - Men Single Skating Short Program,J7,38.03,-2,36.03
YAN Han,20722d93bb,CHN,Team Event - Men Single Skating Short Program,J8,37.83,-2,35.83
YAN Han,20722d93bb,CHN,Team Event - Men Single Skating Short Program,J9,37.53,-2,35.53
TANAKA Keiji,21093a35af,JPN,Men Single Skating - Short Program,J1,40.55,-1,39.55
TANAKA Keiji,21093a35af,JPN,Men Single Skating - Short Program,J2,40.55,-1,39.55
TANAKA Keiji,21093a35af,JPN,Men Single Skating - Short Program,J3,41.55,-1,40.55
TANAKA Keiji,21093a35af,JPN,Men Single Skating - Short Program,J4,40.55,-1,39.55
TANAKA Keiji,21093a35af,JPN,Men Single Skating - Short Program,J5,40.05,-1,39.05
TANAKA Keiji,21093a35af,JPN,Men Single Skating - Short Program,J6,38.55,-1,37.55
TANAKA Keiji,21093a35af,JPN,Men Single Skating - Short Program,J7,40.25,-1,39.25
TANAKA Keiji,21093a35af,JPN,Men Single Skating - Short Program,J8,38.75,-1,37.75
TANAKA Keiji,21093a35af,JPN,Men Single Skating - Short Program,J9,41.05,-1,40.05
KOSTNER Carolina,2178d0174d,ITA,Team Event - Ladies Single Skating Free Skating,J1,58.81,0,58.81
KOSTNER Carolina,2178d0174d,ITA,Team Event - Ladies Single Skating Free Skating,J2,58.31,0,58.31
KOSTNER Carolina,2178d0174d,ITA,Team Event - Ladies Single Skating Free Skating,J3,58.11,0,58.11
KOSTNER Carolina,2178d0174d,ITA,Team Event - Ladies Single Skating Free Skating,J4,58.61,0,58.61
KOSTNER Carolina,2178d0174d,ITA,Team Event - Ladies Single Skating Free Skating,J5,60.91,0,60.91
